É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/04/21 18:48:15

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá
2016/6,112.5,0,8,1,157.7,0,8,1,0,1,8,2,157.5,0,8,1,151.9,0,8,1,0,1,8,2,174.5,0,8,1,139.1,0,8,2,0,1,8,2,394.5,0,8,1,137.7,0,8,1,0,1,8,2,325.0,0,8,1,148.0,0,8,1,0,1,8,2,218.5,0,8,1,154.3,0,8,1,0,1,8,2,509.5,0,8,1,125.4,0,8,1,0,1,8,1
2016/7,118.5,0,8,1,211.1,0,8,1,0,1,8,2,56.0,0,8,1,130.5,0,8,1,0,1,8,2,81.5,0,8,1,143.7,0,8,2,0,1,8,2,179.5,0,8,1,230.0,0,8,1,0,1,8,2,66.0,0,8,1,214.1,0,8,1,0,1,8,2,170.0,0,8,1,183.0,0,8,1,0,1,8,2,199.5,0,8,1,192.5,0,8,1,0,1,8,1
2016/8,279.0,0,8,1,225.3,0,8,1,0,1,8,2,226.5,0,8,1,180.3,0,8,1,0,1,8,2,414.0,0,8,1,156.5,0,8,2,0,1,8,2,128.0,0,8,1,285.0,0,8,1,0,1,8,2,161.5,0,8,1,262.6,0,8,1,0,1,8,2,120.0,0,8,1,235.7,0,8,1,0,1,8,2,90.0,0,8,1,257.7,0,8,1,0,1,8,1
2016/9,107.0,0,8,1,155.0,0,8,1,0,1,8,2,314.0,0,8,1,92.2,0,8,1,0,1,8,2,287.0,0,8,1,79.4,0,8,2,0,1,8,2,608.5,0,8,1,102.8,0,8,1,0,1,8,2,183.5,0,8,1,106.2,0,8,1,0,1,8,2,298.5,0,8,1,101.5,0,8,1,0,1,8,2,307.5,0,8,1,83.3,0,8,1,0,1,8,1
2016/10,78.0,0,8,1,145.0,0,8,1,4,0,8,2,26.5,0,8,1,178.3,0,8,1,0,1,8,2,96.5,0,8,1,119.6,0,8,2,0,1,8,2,181.0,0,8,1,113.0,0,8,1,0,1,8,2,42.0,0,8,1,148.3,0,8,1,0,1,8,2,132.5,0,8,1,143.5,0,8,1,0,1,8,2,156.0,0,8,1,110.5,0,8,1,0,1,8,1
2016/11,115.5,0,8,1,89.6,0,8,1,39,0,8,2,36.0,0,8,1,141.6,0,8,1,0,1,8,2,139.0,0,8,1,132.1,0,8,2,0,1,8,2,132.5,0,8,1,126.5,0,8,1,0,1,8,2,69.0,0,8,1,155.5,0,8,1,0,1,8,2,78.0,0,8,1,168.0,0,8,1,0,1,8,2,82.5,0,8,1,144.4,0,8,1,0,1,8,1
2016/12,206.5,0,8,1,78.8,0,8,1,198,0,8,2,31.5,0,8,1,143.2,0,8,1,4,0,8,2,84.0,0,8,1,193.7,0,8,2,0,1,8,2,141.0,0,8,1,125.1,0,8,1,0,1,8,2,104.0,0,8,1,155.9,0,8,1,0,1,8,2,93.0,0,8,1,190.0,0,8,1,0,1,8,2,92.5,0,8,1,125.8,0,8,1,0,1,8,1
2017/1,72.5,0,8,1,77.2,0,8,1,106,0,8,2,18.0,0,8,1,160.7,0,8,1,8,0,8,2,26.0,0,8,1,226.7,0,8,2,0,1,8,2,69.5,0,8,1,139.5,0,8,1,2,0,8,2,33.5,0,8,1,166.7,0,8,1,0,1,8,2,24.5,0,8,1,187.4,0,8,1,8,0,8,2,52.0,0,8,1,161.1,0,8,1,20,0,8,1
2017/2,57.5,0,8,1,87.0,0,8,1,88,0,8,2,15.0,0,8,1,157.7,0,8,1,9,0,8,2,15.5,0,8,1,193.7,0,8,2,0,1,8,2,49.5,0,8,1,152.7,0,8,1,1,0,8,2,45.0,0,8,1,144.3,0,8,1,0,1,8,2,48.0,0,8,1,186.4,0,8,1,1,0,8,2,66.0,0,8,1,158.6,0,8,1,0,1,8,1
2017/3,75.5,0,8,1,184.1,0,8,1,73,0,8,2,77.5,0,8,1,173.4,0,8,1,0,1,8,2,85.5,0,8,1,190.3,0,8,2,0,1,8,2,46.0,0,8,1,169.2,0,8,1,0,1,8,2,46.5,0,8,1,186.8,0,8,1,0,1,8,2,74.0,0,8,1,216.7,0,8,1,0,1,8,2,55.5,0,8,1,178.3,0,8,1,0,1,8,1
2017/4,65.5,0,8,1,193.2,0,8,1,4,0,8,2,101.0,0,8,1,200.9,0,8,1,0,1,8,2,122.0,0,8,1,198.8,0,8,2,0,1,8,2,192.5,0,8,1,198.0,0,8,1,0,1,8,2,94.0,0,8,1,199.0,0,8,1,0,1,8,2,158.0,0,8,1,198.0,0,8,1,0,1,8,2,192.0,0,8,1,194.4,0,8,1,0,1,8,1
2017/5,57.5,0,8,1,212.4,0,8,1,0,1,8,2,137.0,0,8,1,211.4,0,8,1,0,1,8,2,49.0,0,8,1,216.9,0,8,2,0,1,8,2,81.0,0,8,1,253.9,0,8,1,0,1,8,2,96.0,0,8,1,245.8,0,8,1,0,1,8,2,64.5,0,8,1,224.5,0,8,1,0,1,8,2,50.5,0,8,1,256.6,0,8,1,0,1,8,1
2017/6,168.5,0,8,1,165.8,0,8,1,0,1,8,2,80.5,0,8,1,179.7,0,8,1,0,1,8,2,106.5,0,8,1,158.8,0,8,2,0,1,8,2,173.0,0,8,1,194.3,0,8,1,0,1,8,2,167.5,0,8,1,216.0,0,8,1,0,1,8,2,133.0,0,8,1,223.4,0,8,1,0,1,8,2,261.0,0,8,1,203.3,0,8,1,0,1,8,1
2017/7,75.5,0,8,1,200.8,0,8,1,0,1,8,2,182.0,0,8,1,181.8,0,8,1,0,1,8,2,81.0,0,8,1,189.1,0,5,2,0,1,8,2,146.0,0,8,1,207.5,0,8,1,0,1,8,2,45.5,0,8,1,193.7,0,8,1,0,1,8,2,265.0,0,8,1,172.9,0,8,1,0,1,8,2,174.5,0,8,1,157.9,0,8,1,0,1,8,1
2017/8,78.5,0,8,1,184.4,0,8,1,0,1,8,2,219.0,0,8,1,57.1,0,8,1,0,1,8,2,141.5,0,8,1,83.7,0,8,2,0,1,8,2,95.5,0,8,1,258.2,0,8,1,0,1,8,2,104.5,0,8,1,214.8,0,8,1,0,1,8,2,221.5,0,8,1,165.6,0,8,1,0,1,8,2,98.5,0,8,1,217.3,0,8,1,0,1,8,1
2017/9,187.0,0,8,1,183.3,0,8,1,0,1,8,2,135.5,0,8,1,184.7,0,8,1,0,1,8,2,209.5,0,8,1,124.4,0,8,2,0,1,8,2,128.5,0,8,1,136.6,0,8,1,0,1,8,2,127.5,0,8,1,158.4,0,8,1,0,1,8,2,107.5,0,8,1,174.1,0,8,1,0,1,8,2,250.0,0,8,1,149.2,0,8,1,0,1,8,1
2017/10,114.0,0,8,1,152.9,0,8,1,0,1,8,2,340.5,0,8,1,96.8,0,8,1,0,1,8,2,531.5,0,8,1,94.7,0,8,2,0,1,8,2,289.5,0,8,1,122.8,0,8,1,0,1,8,2,430.0,0,8,1,105.0,0,8,1,0,1,8,2,530.0,0,8,1,112.5,0,8,1,0,1,8,2,387.5,0,8,1,122.8,0,8,1,0,1,8,1
2017/11,129.0,0,8,1,94.0,0,8,1,62,0,8,2,7.5,0,8,1,149.9,0,8,1,0,1,8,2,47.0,0,8,1,162.7,0,8,2,0,1,8,2,23.5,0,8,1,145.4,0,8,1,0,1,8,2,58.0,0,8,1,178.9,0,8,1,0,1,8,2,47.5,0,8,1,180.0,0,8,1,0,1,8,2,20.5,0,8,1,160.5,0,8,1,0,1,8,1
2017/12,77.0,0,8,1,84.8,0,8,1,102,0,8,2,7.0,0,8,1,155.4,0,8,1,10,0,8,2,15.0,0,8,1,211.1,0,8,2,0,1,8,2,24.0,0,8,1,91.0,0,8,1,0,1,8,2,27.5,0,8,1,175.2,0,8,1,0,1,8,2,28.0,0,8,1,179.5,0,8,1,0,1,8,2,11.5,0,8,1,137.6,0,8,1,0,1,8,1
2018/1,99.5,0,8,1,88.4,0,8,1,147,0,8,2,50.0,0,8,1,158.4,0,8,1,32,0,8,2,48.5,0,8,1,206.1,0,8,2,23,0,8,2,89.5,0,8,1,95.9,0,8,1,0,1,8,2,51.5,0,8,1,172.7,0,8,1,0,1,8,2,41.0,0,8,1,194.3,0,8,1,5,0,8,2,55.0,0,8,1,136.1,0,8,1,0,1,8,1
2018/2,43.0,0,8,1,115.3,0,8,1,78,0,8,2,25.5,0,8,1,195.2,0,8,1,32,0,8,2,20.0,0,8,1,167.3,0,8,2,1,0,8,2,57.0,0,8,1,130.2,0,8,1,4,0,8,2,28.5,0,8,1,186.1,0,8,1,0,1,8,2,17.5,0,8,1,185.1,0,8,1,0,1,8,2,35.0,0,8,1,161.2,0,8,1,2,0,8,1
2018/3,115.5,0,8,1,159.1,0,8,1,74,0,8,2,126.5,0,8,1,210.5,0,8,1,0,1,8,2,220.0,0,8,1,198.0,0,8,2,0,1,8,2,147.5,0,8,1,202.4,0,8,1,0,1,8,2,137.0,0,8,1,223.7,0,8,1,0,1,8,2,202.5,0,8,1,232.0,0,8,1,0,1,8,2,201.0,0,8,1,217.5,0,8,1,0,1,8,1
2018/4,36.5,0,8,1,184.1,0,8,1,2,0,8,2,37.0,0,8,1,183.8,0,8,1,0,1,8,2,109.0,0,8,1,201.8,0,8,2,0,1,8,2,61.0,0,8,1,216.6,0,8,1,0,1,8,2,140.0,0,8,1,218.4,0,8,1,0,1,8,2,213.5,0,8,1,221.0,0,8,1,0,1,8,2,126.0,0,8,1,216.4,0,8,1,0,1,8,1
2018/5,66.0,0,8,1,205.4,0,8,1,0,1,8,2,102.5,0,8,1,183.6,0,8,1,0,1,8,2,165.5,0,8,1,199.3,0,8,2,0,1,8,2,134.0,0,8,1,190.6,0,8,1,0,1,8,2,230.5,0,8,1,203.7,0,8,1,0,1,8,2,253.5,0,8,1,211.2,0,8,1,0,1,8,2,209.0,0,8,1,197.2,0,8,1,0,1,8,1
2018/6,141.5,0,8,1,160.1,0,8,1,0,1,8,2,100.5,0,8,1,173.2,0,8,1,0,1,8,2,155.5,0,8,1,163.1,0,8,2,0,1,8,2,267.0,0,8,1,178.9,0,8,1,0,1,8,2,192.0,0,8,1,179.3,0,8,1,0,1,8,2,193.5,0,8,1,190.0,0,8,1,0,1,8,2,185.0,0,8,1,158.1,0,8,1,0,1,8,1
2018/7,155.5,0,8,1,177.4,0,8,1,0,1,8,2,58.5,0,8,1,163.1,0,8,1,0,1,8,2,107.0,0,8,1,227.2,0,8,2,0,1,8,2,466.5,0,8,1,250.3,0,8,1,0,1,8,2,332.0,0,8,1,235.4,0,8,1,0,1,8,2,152.5,0,8,1,241.7,0,8,1,0,1,8,2,492.0,0,8,1,257.6,0,8,1,0,1,8,1
2018/8,228.5,0,8,1,123.4,0,8,1,0,1,8,2,272.5,0,8,1,161.8,0,8,1,0,1,8,2,86.5,0,8,1,217.4,0,8,2,0,1,8,2,52.0,0,8,1,282.9,0,8,1,0,1,8,2,41.5,0,8,1,260.7,0,8,1,0,1,8,2,128.0,0,8,1,239.7,0,8,1,0,1,8,2,47.0,0,8,1,273.2,0,8,1,0,1,8,1
2018/9,49.5,0,8,1,184.4,0,8,1,0,1,8,2,188.5,0,8,1,101.6,0,8,1,0,1,8,2,365.0,0,8,1,96.7,0,8,2,0,1,8,2,176.5,0,8,1,118.0,0,8,1,0,1,8,2,372.0,0,8,1,91.7,0,8,1,0,1,8,2,365.5,0,8,1,103.8,0,8,1,0,1,8,2,365.0,0,8,1,108.3,0,8,1,0,1,8,1
2018/10,187.0,0,8,1,161.4,0,8,1,0,1,8,2,68.0,0,8,1,157.5,0,8,1,0,1,8,2,61.5,0,8,1,139.0,0,8,2,0,1,8,2,59.5,0,8,1,172.2,0,8,1,0,1,8,2,24.0,0,8,1,198.7,0,8,1,0,1,8,2,23.5,0,8,1,179.8,0,8,1,0,1,8,2,35.0,0,8,1,179.4,0,8,1,0,1,8,1
2018/11,73.0,0,8,1,106.8,0,8,1,18,0,8,2,23.5,0,8,1,159.5,0,8,1,0,1,8,2,63.0,0,8,1,151.0,0,8,2,0,1,8,2,39.5,0,8,1,165.7,0,8,1,0,1,8,2,30.5,0,8,1,161.9,0,8,1,0,1,8,2,44.0,0,8,1,183.5,0,8,1,0,1,8,2,38.0,0,8,1,170.6,0,8,1,0,1,8,1
2018/12,86.5,0,8,1,75.8,0,8,1,106,0,8,2,29.0,0,8,1,150.2,0,8,1,11,0,8,2,44.0,0,8,1,145.3,0,8,2,0,1,8,2,67.0,0,8,1,91.1,0,8,1,0,1,8,2,72.0,0,8,1,133.3,0,8,1,0,1,8,2,60.5,0,8,1,148.5,0,8,1,5,0,8,2,90.5,0,8,1,105.9,0,8,1,0,1,8,1
2019/1,86.0,0,8,1,102.5,0,8,1,125,0,8,2,4.0,0,8,1,171.5,0,8,1,12,0,8,2,16.0,0,8,1,222.2,0,8,2,0,1,8,2,54.5,0,8,1,140.0,0,8,1,0,1,8,2,22.5,0,8,1,147.6,0,8,1,0,1,8,2,14.5,0,8,1,190.5,0,8,1,0,1,8,2,26.5,0,8,1,164.2,0,8,1,0,1,8,1
2019/2,32.5,0,8,1,114.1,0,8,1,52,0,8,2,13.0,0,8,1,161.8,0,8,1,0,1,8,2,42.0,0,8,1,138.0,0,8,2,0,1,8,2,41.5,0,8,1,124.6,0,8,1,0,1,8,2,42.5,0,8,1,123.7,0,8,1,0,1,8,2,56.5,0,8,1,161.1,0,8,1,0,1,8,2,68.5,0,8,1,129.5,0,8,1,0,1,8,1
2019/3,39.0,0,8,1,157.3,0,8,1,33,0,8,2,83.0,0,8,1,205.4,0,8,1,3,0,8,2,117.5,0,8,1,177.3,0,8,2,0,1,8,2,99.5,0,8,1,186.6,0,8,1,0,1,8,2,75.0,0,8,1,161.0,0,8,1,0,1,8,2,80.0,0,8,1,196.1,0,8,1,0,1,8,2,102.0,0,8,1,187.5,0,8,1,0,1,8,1
2019/4,30.5,0,8,1,223.4,0,8,1,1,0,8,2,90.5,0,8,1,211.2,0,8,1,6,0,8,2,90.5,0,8,1,194.4,0,8,2,0,1,8,2,103.0,0,8,1,191.8,0,8,1,0,1,8,2,87.0,0,8,1,210.2,0,8,1,0,1,8,2,117.5,0,8,1,219.1,0,8,1,0,1,8,2,110.0,0,8,1,210.1,0,8,1,0,1,8,1
2019/5,29.5,0,8,1,270.8,0,8,1,0,1,8,2,81.0,0,8,1,294.0,0,8,1,0,1,8,2,120.5,0,8,1,229.4,0,8,2,0,1,8,2,42.0,0,8,1,262.3,0,8,1,0,1,8,2,88.5,0,8,1,268.6,0,8,1,0,1,8,2,146.0,0,8,1,267.7,0,8,1,0,1,8,2,63.5,0,8,1,268.2,0,8,1,0,1,8,1
2019/6,71.0,0,8,1,193.1,0,8,1,0,1,8,2,168.5,0,8,1,156.4,0,8,1,0,1,8,2,225.0,0,8,1,129.5,0,8,2,0,1,8,2,94.0,0,8,1,199.9,0,8,1,0,1,8,2,113.5,0,8,1,182.5,0,8,1,0,1,8,2,172.0,0,8,1,178.5,0,8,1,0,1,8,2,152.5,0,8,1,199.5,0,8,1,0,1,8,1
2019/7,31.5,0,8,1,185.1,0,8,1,0,1,8,2,111.5,0,8,1,102.7,0,8,1,0,1,8,2,193.0,0,8,1,81.1,0,8,2,0,1,8,2,295.5,0,8,1,133.4,0,8,1,0,1,8,2,202.0,0,8,1,127.6,0,8,1,0,1,8,2,283.5,0,8,1,102.1,0,8,1,0,1,8,2,259.5,0,8,1,131.4,0,8,1,0,1,8,1
2019/8,144.5,0,8,1,164.6,0,8,1,0,1,8,2,88.5,0,8,1,144.3,0,8,1,0,1,8,2,110.0,0,8,1,187.8,0,8,2,0,1,8,2,497.0,0,8,1,152.2,0,8,1,0,1,8,2,233.5,0,8,1,212.2,0,8,1,0,1,8,2,204.0,0,8,1,220.2,0,8,1,0,1,8,2,317.5,0,8,1,172.2,0,8,1,0,1,8,1
2019/9,108.5,0,8,1,208.5,0,8,1,0,1,8,2,72.5,0,8,1,154.7,0,8,1,0,1,8,2,197.0,0,8,1,137.6,0,8,2,0,1,8,2,136.0,0,8,1,165.3,0,8,1,0,1,8,2,81.0,0,8,1,198.9,0,8,1,0,1,8,2,39.0,0,8,1,177.2,0,8,1,0,1,8,2,89.0,0,8,1,191.2,0,8,1,0,1,8,1
2019/10,97.0,0,8,1,158.6,0,8,1,0,1,8,2,644.5,0,8,1,135.2,0,8,1,0,1,8,2,529.5,0,8,1,112.8,0,8,2,0,1,8,2,136.5,0,8,1,165.8,0,8,1,0,1,8,2,214.0,0,8,1,135.8,0,8,1,0,1,8,2,356.5,0,8,1,147.0,0,8,1,0,1,8,2,105.5,0,8,1,175.2,0,8,1,0,1,8,1
2019/11,82.0,0,8,1,121.5,0,8,1,44,0,8,2,5.5,0,8,1,162.7,0,8,1,0,1,8,2,156.5,0,8,1,170.3,0,8,2,0,1,8,2,29.0,0,8,1,169.1,0,8,1,0,1,8,2,2.0,0,8,1,193.8,0,8,1,0,1,8,2,18.0,0,8,1,205.1,0,8,1,0,1,8,2,5.0,0,8,1,188.5,0,8,1,0,1,8,1
2019/12,62.0,0,8,1,88.2,0,5,1,54,0,8,2,27.0,0,8,1,156.1,0,8,1,0,1,8,2,76.5,0,8,1,128.6,0,5,2,0,1,8,2,80.0,0,8,1,91.0,0,8,1,0,1,8,2,57.5,0,8,1,139.3,0,5,1,0,1,8,2,68.0,0,8,1,144.1,0,8,1,0,1,8,2,82.0,0,8,1,116.3,0,8,1,0,1,8,1
2020/1,51.5,0,8,1,93.8,0,8,1,85,0,8,2,126.5,0,8,1,134.0,0,8,1,3,0,8,2,135.0,0,8,1,139.8,0,8,2,0,1,8,2,153.5,0,8,1,93.2,0,8,1,0,1,8,2,61.0,0,8,1,126.2,0,8,1,0,1,8,2,55.5,0,8,1,146.6,0,8,1,0,1,8,2,87.0,0,8,1,138.6,0,8,1,0,1,8,1
2020/2,157.0,0,8,1,99.6,0,8,1,195,0,8,2,19.5,0,8,1,140.3,0,8,1,6,0,8,2,15.0,0,8,1,196.1,0,8,2,0,1,8,2,64.5,0,8,1,135.8,0,8,1,0,1,8,2,64.0,0,8,1,138.6,0,8,1,0,1,8,2,53.5,0,8,1,184.2,0,8,1,0,1,8,2,60.5,0,8,1,156.8,0,8,1,0,1,8,1
2020/3,107.5,0,8,1,174.2,0,8,1,49,0,8,2,45.5,0,8,1,183.5,0,8,1,0,1,8,2,131.0,0,8,1,181.9,0,8,2,1,0,8,2,158.0,0,8,1,178.2,0,8,1,0,1,8,2,101.0,0,8,1,191.6,0,8,1,0,1,8,2,149.5,0,8,1,201.1,0,8,1,0,1,8,2,169.5,0,8,1,188.8,0,8,1,0,1,8,1
